NOTAM Text,Category
"A2288/22 NOTAMR A3035/21
Q) MMFR/QFUXX///A/000/999/2541N10905W002 
A) MMLM 
B) 2203310634 
C) PERM
E) CHANGE FUEL GRADE FM TURBOSINE JET A1 TO JET A",F
"N1576/23 NOTAMN
Q) URRV/QRTCA/IV/BO/W/000/999/4621N04803E001
A) URRV B) 2303120800 C) 2303121200
E) AIRSPACE CLSD WI CIRCLE RADIUS 0.2KM CENTRE 462129N0480323E.
F) GND  G) 140M AGL",GC
"M0725/23 NOTAMN
Q) EHAA/QROLT/IV/NBO/W /000/015/5121N00549E001
A) EHAA B) 2303141100 C) 2307312159
E) MIL ACFT HAVE TO AVOID OVERFLYING OF GROOTE PEEL DUE TO 
BREEDING BIRDS PSN 512048N 0054851E RADIUS 0.5NM BTN GND/1000FT AGL.
F) GND G) 1000FT AGL",WL
"!ATL 03/127 ATL TWY SJ, SG, TWY SC BTN TWY R AND TWY SG CLSD 2303091600-2303091800",GC
"A0490/23 NOTAMN
Q) ZLHW/QARLT/IV/NBO/E/157/197/
A) ZLHW B) 2303090000 C) 2303091445 
D) 0000-0450 1000-1445
E) FLW SEGMENT OF ATS RTE CLSD BTN 4,800M(INCLUSIVE) AND 
6,000M(INCLUSIVE):
1.W215:DOMVA - VIRIK.
2.W216:ALGAK - IDGOB.
F) FL157 G) FL197",GC
"U0724/23 NOTAMN
Q) ZPKM/QMPLC/IV/BO/A/000/999/3017N10426E005
A) ZUTF B) 2303110600 C) 2303110700 
E) PRKG STAND NR.186 CLSD.",GC
"A8045/23 NOTAMR A7902/23
Q) CZUL/QFAXX/IV/NBO/A/000/999/6135N07156W005
A) CYKG B) 2304111140 C) 2304121140
E) RSC 15/33 100 PCT 1/2IN DRY SNOW. 4IN WINDROWS 2FT ALONG INSIDE 
SOUTH-WEST RWY EDGE. LOOSE SNOW. VALID APR 11 1139 - APR 11 1939.

ADDN NON-GRF/TALPA INFO:

RMK: TWY TWY ALPHA, 202304111140, DRY SNOW ON TOP OF COMPACTED 
SNOW, 1/2IN. WINDROWS PRESENT.
RMK: APN APN APRON I, 202304111140, DRY SNOW ON TOP OF COMPACTED 
SNOW, 1/2IN.",W
!AUN 03/003 AUN APRON FUEL APN S 100FT CLSD TO GA FOR EAA YOUNG EAGLES FLIGHTS 2303111500-2303112300,GC
"B0762/23 NOTAMN
Q) ESAA/QFAAH/IV/BO /A /000/999/6324N01900E005
A) ESNO B) 2303200000 C) 2303262359
E) AERODROME OPERATING HOURS OF SERVICE MON-TUE 0440-0920 1350-1830, 
WED 0440-0900 1430-1830, THU 0440-0900 1430-1850 1950-2150, FRI 
0830-0930 1350-1830, SAT CLSD, SUN 1330-1730",GC
"A0347/23 NOTAMN
Q) EHAA/QMXLC/IV/BO /A /000/999/5218N00446E005
A) EHAM B) 2303230900 C) 2303231700
E) TWY A14 CLSD BTN ACFT STAND E09 AND ACFT STAND E19.",GC
"!LCK 03/026 LCK TWY B BTN APCH END RWY 05R AND APCH END RWY 05L, TWY C BTN RWY 05L/23R AND RWY 05R/23L, TWY E BTN RWY 05L/23R AND RWY 05R/23L, TWY G BTN APCH END RWY 23R AND APCH END RWY 23L CLSD DLY 1200-1830 2303131200-2303171830",GC
"B0225/23 NOTAMR B2554/22
Q) EFIN/QFUXX/IV/NBO/A /000/999/6559N02914E005
A) EFKS B) 2302021308 C) PERM
E) FUEL 100LL: H24 CARD AUTOMAT. FINNISH BANK CARDS, MASTERCARD, VISA",F
"B0600/23 NOTAMN
Q) EKDK/QFUAU/IV/NBO/A /000/999/5618N00907E005
A) EKKA B) 2303020945 C) 2304301200
E) CIVIL AIRPORT:
FUEL  NOT AVAILABLE.",F
"Z0133/23 NOTAMN  
Q) RKRR/QFATT/IV/BO/A/000/999/3331N12630E005
A) RKPC B) 2304191600 C) 2305031600
E) TRIGGER NOTAM-AIRAC AIP SUP 9/23 WEF 1600 UTC 19 APR 2023 TIL 2059
UTC 11 NOV 2023
- CODE LETTER F ACFT OPERATION RESTRICTIONS DUE TO A TWY REPAVEMENT
  CONSTRUCTION WORK",C
!DIK 03/038 DIK TWY A2 CLSD 2303041400-2304281800,GC
!FTW 05/479 35X AD AP WILDLIFE ACT INCREASED 2205181655-2305182359,WL
"M0004/23 NOTAMN 
Q) ZOA/QMXLC/IV/NBO/A/000/999/3925N11841W005 
A) KNFL 
B) 2301031554 
C) 2304022000 
E) TWY B CLSD WEST RWY 31L. TWY A CLSD SOUTH INTXN TWY A/C/D. CAUTION: MEN & EQUIP WORKING AT EDGE RY31L.",GC
"!FDC 2/4895 29PN SPECIAL SAINT VINCENT HEALTH CENTER, ERIE, PA.
COPTER RNAV (GPS) 10, ORIG...
RDO ALTIMETER UNREL EXC FOR ACFT USING APPROVED ALTERNATIVE 
METHODS OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE 
AIRWORTHINESS DIRECTIVES 2021-23-13.

2210170700-2401190506",PRO
"A0890/23 NOTAMR A0879/23
Q) LPPC/QMXLC/IV/BO /A /000/999/3846N00908W005
A) LPPT B) 2303082007 C) 2303102359 EST
E) TWY N1 CLSD DUE TO OPERATIONAL REASONS.",GC
!JNX 12/014 JNX NAV ILS RWY 03 DME U/S 2212310821-2401052000EST,NAV
"I0133/23 NOTAMN
Q) SBRE/QSTLC/IV/NBO/A/000/999/1059S03704W005
A) SBAR
B) 2303231000 C) 2303231700
E) TWR ARACAJU CLSD DUE TO MAINT SER",GC
!AQT 12/007 UQS NAV NDB U/S 2212171541-2409051500EST,NAV
!ICT 02/252 K68 AD AP SELF SERVE 100LL FUEL NOT AVBL 2302172035-2303102300,F
!VNY 04/009 VNY NAV DME 103-108 BEYOND 30NM UNUSABLE 2304071217-PERM,NAV
"A0438/23 NOTAMR A3488/22
Q) VVHM/QMNXX/IV/BO/A/000/999/1624N10742E005
A) VVPB B) 2302271054 C) 2304270930
E) REF AIP SUP A41/20 WEF 04 DEC 2020 &apos;CONSTRUCTION OF EXTENDED APRON
AT PHU BAI INTERNATIONAL AIRPORT&apos;: CONT UNTIL 0930 ON 27 APR 2023.",C
"!FDC 2/1850 ACV IAP CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY, ARCATA/EUREKA, CA.
ILS OR LOC RWY 32, AMDT 3...
RNAV (GPS) RWY 14, AMDT 1B...
RNAV (GPS) RWY 32, AMDT 2A...
NOTE:  CIRCLING RWY 1 NA AT NIGHT.
2208011639-2408011639EST",PRO
"C0702/13 NOTAMN
Q) VABF/QFMAU/IV/BO /A /000/999/2145N07211E005
A) VABV B) 1308010330 C) PERM
E) FUEL(ATF) NOT AVBL DUE SUSPENSION OF OPS BY THE OIL COMPANY",F
"!FDC 3/6754 PIT IAP PITTSBURGH INTL, PITTSBURGH, PA.
ILS OR LOC RWY 10L, AMDT 26...
ILS OR LOC RWY 10R, AMDT 10G...
ILS OR LOC RWY 28L, AMDT 11...
RNAV (GPS) RWY 10L, AMDT 4...
RNAV (GPS) RWY 14, AMDT 3C...
RNAV (GPS) Y RWY 28C, AMDT 4C...
RNAV (GPS) Y RWY 28L, AMDT 5...
RNAV (GPS) Y RWY 32, AMDT 6...
CIRCLING CATS A/B MDA 1760/HAA 557. 
TEMPORARY CRANE 1458FT MSL 5098FT NORTHWEST OF PIT AIRPORT (2022-AEA-648-NRA).
TEMPORARY CRANE 1412 MSL 5728 FT SE OF RWY 10L (2022-AEA-3541-NRA).
2301242013-2306162013EST",PRO
!DEN 02/505 RCV AD AP SELF SERVE JET A FUEL NOT AVBL 2302212056-2303212359,F
"!FDC 2/0918 1WA5 SPECIAL GENERAL HOSPITAL OF EVERETT, EVERETT, WA.
COPTER RNAV (GPS) 08, ORIG...
RDO ALTIMETER UNREL EXC FOR ACFT USING APPROVED ALTERNATIVE 
METHODS OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE 
AIRWORTHINESS DIRECTIVES 2021-23-13.

2204210600-2401190506EST",PRO
"M0178/23 NOTAMN 
Q) ZDV/QXXXX/IV/NBO/A/000/999/3840N10445W005 
A) KFCS 
B) 2303140600 
C) 2304220600 
E) R2601: D CO 299 BEB,1SBCT 4ID WILL FLY THREE (3) SHADOW RQ-7BV2 UAV'S AT A MAX ALT OF 15,000 FT MSL, MIN ALT 8,000 FT MSL IN AIR1-4,6 AND 7. FROM AGONY SOUTH UAS LRS TA 17 , NONPARTICIPATING AIRCRAFT MUST CONTACT CARSON RADIO FOR STATUS OF THE UAS OPS. UAS MAY ONLY FLY WHEN TOWER IS OPEN. POC: CW2 MARTINEZ 757-269-1633, ALT POC 1LT SMITH, 678-492-7122.",UAV
!GTF 11/754 GTF AD AP WILDLIFE HAZARD MIGRATORY WATERFOWL 2211221640-PERM,WL
!SZT 03/001 SZT NAV ILS RWY 02 DME U/S 2303100739-2310262000EST,NAV
!TISX 11/002 STX NAV ILS RWY 10 PESTE LOM U/S 2211011338-2306302000EST,NAV
"!FDC 3/2553 CPF IAP WENDELL H FORD, HAZARD, KY.
RNAV (GPS) RWY 14, AMDT 1D...
LPV VIS ALL CATS 1.
CHANGE NOTE TO READ: CIRCLING RWY 6, 24, 32 NA AT NIGHT.
ALTERNATE MINIMUMS: CAT C 900-2 1/4, CAT D 900-3; NA WHEN LOCAL WEATHER NOT AVAILABLE.
2302072041-2502072041EST",W
!CGI 02/018 CGI TWY A BTN TWY C AND TWY D CLSD 2302101423-2303311200EST,GC
"B1165/23 NOTAMN
Q) LIMM/QFUAU/IV/NBO/A /000/999/4601N01108E005
A) LIDT B) 2303060600 C) 2303101800
E) FUEL OCTANE 91-98 ( UNLEADED PETROL) NOT AVAILABLE DUE TO MAINT.
REF AIP AD2 LIDT 1-1",F
"A0636/23 NOTAMR A0635/23
Q) ENOR/QMPLC/IV/BO /A /000/999/6327N01055E005
A) ENVA B) 2302020841 C) 2303311500 EST
E) ACFT STANDS M4, M5 AND M6 CLSD. MIL FLIGHTS RECOMMENDED TO CONTACT
AIRPORT OPERATIONS CENTER AT +47 670 32 802 BEFORE FLIGHT TO ENVA, TO
COORDINATE PARKING",GC
!NEW 01/024 NEW TWY D BTN TWY M AND RWY 09/27 CLSD 2301161503-2303180200,GC
"H3550/23 NOTAMN
Q) UUWV/QRTCA/IV/BO/W/000/100/5257N04127E011
A) UUWV B) 2303130800 C) 2303161400
D) 13 16 0800-1400
E) AIRSPACE CLSD AS FLW:
1. AREA: 530300N0411400E-530600N0413500E-525000N0414100E-
         524700N0412000E-530300N0411400E
   500M AMSL-3000M AMSL.
2. WI CIRCLE RADIUS 0.5KM CENTRE 525700N0412800E
   SFC-2500M AMSL.
F) SFC  G) 3000M AMSL",GC
"!FDC 3/8786 ANE SID ANOKA COUNTY-BLAINE (JANES FIELD), Minneapolis, MN.
ROCHESTER ONE DEPARTURE...
DEPARTURE PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
RST VOR/DME OUT OF SERVICE. 2304111300-2304181133EST",PRO
"M0158/23 NOTAMN 
Q) ZJX/QFAXX/IV/NBO/A/000/999/3116N08542W005 A) KOZR KFHK KSXS KLOR KHEY B) 2302092016 C) 2305060630
E) ALLEN STAGEFIELD - TRANSITIONING FROM EAST TO WEST PARKING BEHIND
 THE TOWER IS PROHIBITED DUE TO CONSTRUCTION MATERIAL UFN. CONTACT
 TOWER FOR TAXI INSTRUCTIONS IN ORDER TO TRANSIT FROM EAST TO WEST
 PARKING.",C
"A1387/23 NOTAMN
Q) UAAA/QMAXX/IV/NBO/A /000/999/4321N07703E005
A) UAAA B) 2303121201 C) 2306121200
E) IN POOR VISIBILITY:
TAXIING TO ACFT STANDS 48-56 BY TOWING, TAXIING OUT - BY ENGINE 
THRUST.
TAXIING TO AND FROM ACFT STANDS 65-69 BY TOWING. 
ENGINE START ON ACFT STANDS 65-69 IS PROHIBITED.
WHEN APU U/S, ENGINE START BEFORE TAXIING TO ENGINE START AREA BY 
ATC CLEARANCE .
ENGINE START ON ACFT STANDS 65-69 MUST BE CARRIED OUT ON TWY L THR.
TAXIING WITH NOSE FORWARD TO ACFT STANDS 64,63,1,2 TOWARDS VIP 
YUZHNYI BUILDING MUST BE BY ENGINE THRUST, TAXIING OUT - BY TOWING.
TOWING OF ACFT WITH WORKING ENGINE AND ENGINE START DURING TAXIING 
ON SNOW-COVERED SLIPPERY APRON IS PROHIBITED.",W
!ANB 01/743 TGE NAV VOR/DME NOT MNT 2301210236-2401052000EST,NAV
"A0051/19 NOTAMR A0180/18
Q) FWLL QXXXX/IV/NBO/A/000/9991541S03458E005
A) FWCL B) 1902280400 C) 1905312359 EST.
E) MIGRATORY BIRDS AROUND AD.PILOTS TO EXER CTN WHEN LDG AND TKOF.",WL
"!FDC 3/4863 DVT IAP PHOENIX DEER VALLEY, PHOENIX, AZ.
RNAV (GPS)-B, ORIG-A...
CIRCLING CAT C MDA 2580/HAA 1102, VISIBILITY 3 SM.
CHANGE MISSED APPROACH INSTRUCTIONS TO READ: CLIMB TO 6000 DIRECT
CEBEM AND ON TRACK 314.13 TO HEVRO AND RIGHT TURN ON TRACK 072.17
TO BANYO AND HOLD.
ALTERNATE MINIMUMS: CAT A, B 1000-2, CAT C 1200-3, NA WHEN LOCAL
WEATHER NOT AVAILABLE.
PBN REQUIREMENTS NOTE: RNP APCH - GPS.
CHANGE NOTE TO READ: WHEN LOCAL ALTIMETER SETTING NOT RECEIVED, USE
SCOTTSDALE ALTIMETER SETTING AND INCREASE ALL MDAS 40 FEET AND
CIRCLING CAT B VISIBILITY 1/4 SM.
DELETE NOTE: DME/DME RNP-0.3 NA.
THIS IS RNAV (GPS)-B, ORIG-B. 2303081704-PERM",W
!HIB 08/023 HIB NAV ILS RWY 13 NOT MNT 2208081725-2308312359,NAV
"A0013/09 NOTAMR A0005/09
Q) HHAA/QFUAU/IV/NBO/A /000/999/1540N03922E005
A) HHMS B) 0903310500 C) 0906301500 EST
E) JET A-1 FUEL NOT AVAILABLE AT MASSAWA INTERNATIONAL AIRPORT .",F
!EED 02/004 EED AD AP FUEL NOT AVBL 2302242048-2303172359,F
"V0025/23 NOTAMN 
Q) DNKK/QPICH/I/BO/A/000/999/0900N00715E005 
A) DNAA 
B) 2303231355 
C) 2305181500 
E) [US DOD PROCEDURAL NOTAM] INSTRUMENT APPROACH PROCEDURE AMENDMENT VOR/DME ILS RWY 22 MISSED APPROACH CLIMB GRADIENT 2.8%",PRO
"B0023/23 NOTAMN
Q) DNKK/QWULW/IV/BO/AW/000/035/0500N00618E002
A) DNGB    B) 2303220600    C) 2306190330
D) 0600 - 0330
E) UAV (AR3 BVLOS) ENVIRONMENTAL MONITORING FLIGHT OPERATIONS WILL
TAKE PLACE WITHIN RADIUS 1.8NM IN AREA 050021.60N0061742.60E (GBARAN
TOL) OPERATED BY AERIAL ROBOTIX UAV SERVICES LIMITED
F) GND
G) 3500FT AGL",UAV
!AJC 03/004 AJC AD AP CLSD 2303081723-2303091730,APC
!JBR 02/319 MXA AD AP FUEL NOT AVBL 2302201733-2303152359,F
"E0894/23 NOTAMR E0875/23
Q) ENOR/QFUAU/IV/NBO/A /000/999/7021N03103E005
A) ENSS B) 2303021226 C) 2303111200 EST
E) FUEL JET-A1 NOT AVALIABLE",F
"!FDC 2/2354 DDC IAP DODGE CITY RGNL, DODGE CITY, KS.
VOR RWY 32, AMDT 5C...
PROCEDURE TURN MINIMUM ALTITUDE 4300.
TERMINAL ROUTE FROM KUDIC/DDC 16.00 DME ARC (IAF) CCW TO KEYLE/DDC 16 DME ARC (IF) (NOPT) MINIMUM ALTITUDE 4400.
2207141104-2407141104EST",PRO
!JST 02/018 JST NAV VOR 120-135 BEYOND 25NM UNUSABLE 2302021848-PERM,NAV
"A0316/23 NOTAMR A3539/22
Q) LGGG/QFAHX/IV/NBO/A /000/999/3936N01954E005
A) LGKR B) 2301311324 C) 2304302059 
E) CONCENTRATION OF BIRDS INCLUDING GULLS, DUCKS, PHEASANTS AND
OTHER SMALL PASSERINES IN THE VICINITY OF THE AIRPORT. CAUTION 
ADZ.",WL
!BPI 01/002 BPI RWY 08/26 CLSD 2301021211-2304012359,GC
"F1189/23 NOTAMR F6299/22
Q) EPWW/QFAHX/IV/NBO/A /000/999/5424N01621E005
A) EPDA B) 2303010735 C) 2305311000
E) ANIMALS AND BIRDS CONCENTRATION AT AD AND IN THE VICINITY OF AD.",WL
"V0112/23 NOTAMN 
Q) EDMM/QPIAU/I/BO/A/000/999/4813N00954E005 
A) ETHL 
B) 2303231109 
C) 2304202359 
E) [US DOD PROCEDURAL NOTAM] INSTRUMENT APPROACH PROCEDURE NOT AUTHORIZED NDB RWY 27",PRO
!ALB 12/177 ALB NAV VOR 066-069 BEYOND 11NM SFC-9900FT UNUSABLE 2212161828-PERM,NAV
!LAN 08/122 LAN AD AP SELF SERVE FUEL NOT AVBL 2108101753-PERM,F
!RIL 01/072 RIL NAV DME 095-175 BEYOND 21NM UNUSABLE 2301061551-PERM,NAV
"Z0134/23 NOTAMN  
Q) RKRR/QFATT/IV/BO/AE/000/999/3331N12630E005
A) RKPC B) 2304191600 C) 2305031600
E) TRIGGER NOTAM-AIRAC AIP SUP 10/23 WEF 1600 UTC 19 APR 2023 TIL 2059
UTC 11 NOV 2023
- OPERATIONAL RESTRICTIONS-TAKE-OFF WEATHER MINIMA CHANGE",W
!DCA 12/445 OTT NAV VOR U/S 2212310813-2401052000EST,NAV
!OAK 01/133 O28 AD AP SELF SERVE AVGAS FUEL NOT AVBL 2301122255-2304122359,F
"A0363/23 NOTAMR A5586/22
Q) EDWW/QPUCH/I /BO /A /000/999/5228N00941E005
A) EDDV B) 2301251409 C) 2304252359 EST
E) CHANGES TO MISSED APCH RWY 27R DUE TO LIMITED NAVAID COVERAGE OF 
CEL NDB:
CLIMB WITH 4.3 PERCENT (260FT/NM) UNTIL PASSING 3000.
RNP APCH REMAINS UNCHANGED.
REF AD 2 EDDV 4-2-2, 4-2-6 BOTH DATED 01 DEC 2022, 4-4-1 EFF 03 DEC 
2020.",NAV
"!FDC 3/4862 DVT IAP PHOENIX DEER VALLEY, PHOENIX, AZ.
RNAV (GPS) RWY 25L, ORIG-C...
CIRCLING CAT C MDA 2580/HAA 1102, VISIBILITY 3 SM, CIRCLING CAT D
MDA 2700/HAA 1222.
VDP 2.6 NM TO RW25L.
CHANGE MISSED APPROACH INSTRUCTIONS TO READ: CLIMB TO 6000 DIRECT
BOLES AND ON TRACK 313.89 TO HEVRO AND RIGHT TURN ON TRACK 072.17
TO BANYO AND HOLD.
ALTERNATE MINIMUMS: CAT A, B 1000-2, CAT C 1200-3, CAT D 1300-3, NA
WHEN LOCAL WEATHER NOT AVAILABLE.
CHANGE PBN REQUIREMENTS NOTE TO READ: RNP APCH - GPS.
CHANGE NOTE TO READ: WHEN LOCAL ALTIMETER SETTING NOT RECEIVED, USE
SCOTTSDALE ALTIMETER SETTING; INCREASE LPV ALL CATS DA TO 1877 FT
AND LPV ALL CATS VISIBILITY 1/8 SM. INCREASE ALL MDA 40 FT AND
CIRCLING CATS B VISIBILITY 1/4 SM.
DELETE PROFILE NOTE: *LNAV ONLY. DELETE ASTERISK FROM VDP AT 2.7 NM
TO RW25L.
THIS IS RNAV (GPS) RWY 25L, ORIG-D. 2303081704-PERM",PRO
"A0180/23 NOTAMN
Q) SUEO/QFUAU/IV/NBO/A /000/999/3447S05615W005
A) SUAA 

B) 2303011000  C) 2303282200
D) MAR 01 07 14 21 AND 28 BTN 1000/2200

E) FUEL NOT AVBL",F
"M0109/23 NOTAMN
Q) LGGG/QMRLC/IV/NBO/A /000/999/3806N02347E005
A) LGTT B) 2302281000 C) 2303161230 
D) FEB 28 MAR 02 06 07 09 13 14 16 1000-1230
E) RWY 03/21 CLSD DUE TO WIP.",GC
"H0345/23 NOTAMN
Q) EPWW/QFATT/IV/BO /A /000/999/5123N02113E005
A) EPRA B) 2304200000 C) 2305042359
E) TRIGGER NOTAM - AIRAC SUP 42/23 (AD 2 EPRA) WEF 20 APR 2023 TILL 
01 JUN 2023 EST:
- CONSTRUCTION WORKS AT WARSZAWA-RADOM (EPRA) AERODROME.",C
"Y1230/23 NOTAMN
Q) UHHH/QRTCA/IV/BO/W/000/090/5153N14211E012
A) UHHH B) 2303142200 C) 2303201000
D) DAILY 2200-1000
E) AIRSPACE CLSD AS FLW:
1. AREA: 515646N1415909E-514209N1420517E-514857N1422301E-
         520436N1421627E-515646N1415909E
   1000M AMSL-2500M AMSL.
2. WI CIRCLE RADIUS 0.5KM CENTRE 515847N1421006E
   SFC-1000M AMSL.
F) SFC  G) 2500M AMSL",GC
"E0348/23 NOTAMN
Q) ZBPE/QMXLC/IV/M/A/000/999/4004N11636E005
A) ZBAA B) 2303101700 C) 2303102200 
E) FLW TWY CLSD:
1.TWY T1 BTN TWY H AND TWY Y1.
2.TWY Y2 BTN TWY G2 AND TWY T2.",GC
"A0107/23 NOTAMN
Q) GMMM/QPICH/I/NBO/A/000/080/3124N00941W025
A) GMMI
B) 2303070000 C) 2305172359 EST
E) IFR FLIGHTS USING RWY QFU16 SHALL USE THE IAC PROCEDURE
AD2 GMMI-41_1 AND DATA AMENDED BY NOTAM A0102/23.",PRO
"A0889/23 NOTAMR A0023/23
Q) LPPC/QFUAU/IV/NBO/A /000/999/3242N01647W005
A) LPMA B) 2303081614 C) 2305082359 EST
E) FUEL 100LL NOT AVAILABLE.",F
"!FDC 2/4568 AR41 SPECIAL MERCY HOSPITAL BERRYVILLE, BERRYVILLE, AR.
COPTER RNAV (GPS) 35, ORIG... 
RDO ALTIMETER UNREL EXC FOR ACFT USING APPROVED ALTERNATIVE METHODS
OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE AIRWORTHINESS
DIRECTIVES 2021-23-13.
2201190500-2401190506EST",PRO
"M0005/23 NOTAMN 
Q) ZDC/QFAHX/IV/BO/A/000/999/3923N07617W005 
A) KEDG 
B) 2303311032 
C) 2305312000 
E) AERODROME BASH BIRD WATCH CONDITION MODERATE SOARING BIRDS 1000 FT AGL AND BELOW.",WL
!ORD 04/023 ORD NAV ILS RWY 27L CAT II/III NA 2304010307-2308012300,NAV
"A6586/22 NOTAMR A6327/22
Q) SAVF/QFUAH/IV/NBO/A/000/999/5346S06745W005
A) SAWE B) 2212170352 C) 2303161900
D) DLY 0300 - 1900
E) FUEL AVBL HR SER, REST O/R CEL +549296415525972/+549296415456314",F
"A0357/23 NOTAMN
Q) NTTT/QFFAH/IV/NBO/A/000/999/1626S15145W005
A) NTTB
B) 2304101710 C) 2304170550
E) RFFS , WILDLIFE CONTROL AND GRF SERVICES.

WITHIN HOURS BELOW::
MON : 1710-0130
TUE : 1720-0130
WED : 1730-0130
THU : 1720-0130
FRI : 1730-2250 
SAT : 1720-2200 AND 0200-0540
SUN : 1720-2200 AND 0200-0550
RFFS LEVEL 5 DURING SCHEDULED COMMERCIAL FLIGHTS,
LEVEL 2 OUT OF SCHEDULED COMMERCIAL FLIGHTS. 

AND WITHIN HOURS BELOW:
MON : 0130-0620
TUE : 0130-0520
WED : 0130-0540
THU : 0130-0555
FRI : 2300-0655
SAT : 2200-0200
SUN : 2200-0200
RFFS LEVEL 2 

LEVEL 1 OUT OF PUBLISHED HOURS, UNLESS A SPECIFIC REQUEST IS SENT
WITHIN OPENING HOURS.
A 50KG POWDER EXTINGUISHER AVAILABLE IN THE FRONT OF AIR
TERMINAL, ON AIRCRAFT PARKING SIDE.
DURING LEVEL 1 THE GRF IS UNAVAILABLE.
DURING LEVEL 2 THE WILDLIFE CONTROL SERVICE IS ONLY AVAILABLE 
ON REQUEST",WL
!STJ 04/015 STJ NAV ILS RWY 35 U/S 2304101200-2311012100,NAV
"M0091/23 NOTAMR M0086/23 
Q) ZAN/QXXXX/IV/NBO/A/000/999/6115N14948W005 
A) PAED 
B) 2303061840 
C) 2303152359 
E) HARDSTAND 10 CLSD",GC
"!FDC 1/5791 18A IAP FRANKLIN-HART, CANON, GA.
RNAV (GPS) RWY 8, ORIG-C...
TERMINAL ROUTE JOPRU (IAF) TO NURYI (NO PT) (IF/IAF) MINIMUM ALTITUDE 3100. TERMINAL ROUTE IYUYO (IAF) TO NURYI (NO PT) (IF/IAF) MINIMUM ALTITUDE 3100. HOLD-IN-LIEU MINIMUM ALTITUDE 3100. TAA STRAIGHT-IN STEPDOWN 347/10 CW 167/10 TO NURYI MINIMUM ALTITUDE 3100. TAA RIGHT BASE 167/8 CW 257/8 TO IYUTO (IAF) MINIMUM ALTITUDE 3100.
2108252334-2308252359EST",PRO
!GPZ 03/043 GPZ NAV VOR 210-304 BEYOND 20NM SFC-8900FT UNUSABLE 2303201456-PERM,NAV
"A0569/23 NOTAMN
Q) VTBB/QFAHX/IV/NBO/A/000/999/0933N10004E005
A) VTSM B) 2303030930 C) 2305031500
E) SEASONAL BIRDS ACT AT AD AS FLW:
   TYPE OF BIRDS          : ACTIVITY AREA
   1. ORIENTAL PRATINCOLE : DIST 300M BEFORE AND ALONG THR RWY 35
   2. ROCK PIGEON         : DIST 300M BEFORE THE RWY 35
   3. BRAHMINY KITE       : IN VICINITY OF AD",WL
"A0818/23 NOTAMN 
Q) FACA/QFULT/IV/NBO/A/000/999/3358S01836E005
A) FACT B) 2303040300 C) 2303102200
E) LTD FUEL AVBL.
DOM AND INTL OPR ADZ TO ENGAGE WITH FUEL SUPPLIERS AND CONFIRM FUEL
UPLIFT AND RESTRICTION WHERE APPLICABLE.",F
"A0964/21 NOTAMR A0265/21
Q) FCCC/QFAHW/IV/NBO/A /000/999/0401N00942E005
A) FKKD B) 2106291527 C) 2109291700 EST
E) CONSTRUCTION OF PATROL ROAD IN PROGRESS ALONG THE AIRPORT FENCE
PRESENCE OF WORKERS AND MACHINES.",C
"X2321/23 NOTAMN
Q) ULLL/QRTCA/IV/BO/W/000/010/5952N03051E001
A) ULLL B) 2303141000 C) 2303141400
E) AIRSPACE CLSD WI CIRCLE RADIUS 1KM CENTRE 595208N0305116E.
F) SFC  G) 130M AMSL",GC
"!FDC 2/3731 LAX IAP LOS ANGELES INTL, LOS ANGELES, CA.
ILS RWY 24R (CAT II - III), AMDT 26B ...
ILS RWY 25L (CAT II - III), AMDT 14D ...
PROCEDURE NA EXC FOR ACFT USING APPROVED ALTERNATIVE METHODS OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE AIRWORTHINESS DIRECTIVES 2021-23-12, 2021-23-13 2201190500-2401190503EST",PRO
"!FDC 3/4526 HWV IAP BROOKHAVEN, SHIRLEY, NY.
RNAV (GPS) RWY 6, AMDT 2C...
LPV AND LNAV/VNAV MINIMUMS NA. CIRCLING RWY 6, 15, 33 NA AT NIGHT.
2302101928-2502101928EST",PRO
"G0495/23 NOTAMN
Q) RJJJ/QMXLC/IV/M/A/000/999/3452N13648E005
A) RJGG B) 2303131500 C) 2303132105
E) ACFT STAND TXL D,D5 THRU D7,E,E2 THRU E6,N,P,J,K3-CLSD DUE TO MAINT
RMK/EXC ACFT WITH PRIOR PERMISSION AT LEAST 1HR BFR",GC
"!DCA 01/371 FRR AIRSPACE SEE FDC 1/1155 ZDC FLT RESTRICTIONS TFR
1801181535-PERM",TFR
"!FDC 2/5847 BFK IAP BUFFALO MUNI, BUFFALO, OK.
RNAV (GPS) RWY 17, ORIG-A...
TAA STRAIGHT-IN 082/30 CW 262/30 TO 082/8 CW 262/8 (NOPT) MINIMUM ALTITUDE 4200.
TAA RIGHT BASE 352/30 CW 082/30 TO 352/4 CW 082/4 MINIMUM ALTITUDE 4100.
2209291549-2409291549EST",PRO
